user,item,score,context,value
7,4,3,d,0.811
18,10,2,c,0.465
1,4,1,d,0.924
19,2,2,b,0.476
7,8,1,d,0.548
20,1,1,a,0.577
17,9,4,b,0.630
4,6,5,b,0.720
16,9,5,c,0.957
11,9,1,b,0.449
10,5,4,b,0.874
15,3,1,b,0.347
11,10,5,b,0.852
8,9,4,d,0.786
20,9,3,a,0.563
8,9,2,d,0.914
2,8,4,a,0.360
13,3,4,a,0.275
5,2,1,c,0.545
3,8,2,d,0.253
16,8,5,a,0.726
10,7,2,d,0.173
9,5,2,c,0.697
6,7,5,d,0.883
16,6,3,d,0.649
1,8,1,d,0.891
13,6,1,b,0.424
13,3,1,c,0.804
5,3,3,d,0.299
10,9,5,a,0.737
6,8,3,c,0.495
18,3,4,c,0.398
7,10,5,c,0.867
19,1,2,a,0.138
5,6,3,a,0.109
8,5,4,c,0.253
20,9,4,d,0.021
19,2,2,a,0.249
8,1,3,c,0.960
16,7,4,d,0.529
3,9,2,d,0.026
1,1,3,c,0.404
5,5,2,a,0.040
10,3,5,d,0.966
10,7,1,b,0.584
12,8,1,a,0.687
14,8,3,a,0.099
20,1,5,c,0.472
4,6,4,b,0.654
14,4,2,b,0.204
13,4,3,c,0.018
8,1,4,a,0.637
9,6,3,a,0.135
11,9,4,b,0.456
16,8,5,a,0.480
7,7,2,a,0.608
4,5,2,b,0.881
6,4,4,a,0.788
20,2,4,a,0.841
13,6,1,a,0.090
18,9,5,a,0.091
3,7,3,c,0.278
17,3,3,a,0.334
8,8,4,b,0.920
18,9,4,a,0.591
20,10,5,a,0.544
12,10,1,c,0.905
17,2,3,d,0.927
3,5,4,b,0.529
3,6,1,b,0.771
7,5,1,a,0.113
7,7,2,d,0.412
7,7,1,c,0.271
12,10,4,a,0.184
6,9,2,a,0.015
4,9,1,b,0.011
12,9,4,b,0.624
17,4,2,b,0.971
19,8,3,c,0.457
20,10,2,a,0.174
7,7,1,a,0.181
1,10,1,b,0.314
14,2,5,b,0.671
20,8,4,a,0.567
9,6,3,c,0.264
15,1,4,b,0.556
8,8,3,c,0.131
18,7,1,a,0.435
13,3,2,d,0.548
18,2,4,b,0.792
11,1,2,d,0.657
20,8,2,d,0.742
3,5,5,d,0.392
1,8,5,b,0.240
7,6,1,b,0.725
8,3,4,b,0.667
20,10,2,d,0.514
10,3,2,a,0.503
5,7,3,a,0.056
3,3,4,a,0.559
9,1,4,d,0.748
8,9,5,c,0.814
12,8,4,b,0.143
17,1,2,c,0.179
6,2,1,c,0.721
7,9,4,c,0.316
5,9,5,b,0.235
12,5,2,c,0.462
13,10,4,b,0.368
16,1,1,c,0.634
5,8,1,c,0.161
14,3,2,a,0.674
16,8,3,b,0.664
10,2,3,c,0.187
18,5,4,d,0.484
17,9,5,d,0.574
7,5,4,a,0.703
13,6,2,b,0.012
7,6,4,d,0.702
17,8,1,c,0.413
3,5,1,d,0.387
13,4,1,b,0.397
1,3,4,b,0.163
16,3,1,b,0.200
8,3,2,a,0.906
14,10,2,c,0.051
20,3,3,b,0.260
8,2,4,a,0.908
5,4,2,d,0.848
16,4,4,d,0.576
18,6,1,c,0.103
12,4,4,a,0.898
5,5,4,b,0.841
7,4,3,d,0.256
3,1,4,b,0.743
3,7,4,c,0.092
12,4,5,a,0.096
10,9,5,d,0.931
12,3,2,a,0.457
16,2,3,b,0.543
10,4,3,d,0.047
14,10,1,d,0.716
18,4,2,c,0.924
19,5,1,a,0.761
20,10,3,b,0.360
12,4,1,b,0.254
10,2,2,d,0.121
7,7,3,c,0.917
20,4,2,c,0.722
3,3,2,c,0.580
17,3,1,c,0.402
18,5,2,c,0.881
11,9,5,b,0.852
1,1,4,a,0.867
11,4,4,d,0.372
9,5,1,a,0.072
20,5,4,c,0.778
17,1,1,d,0.866
3,1,2,a,0.935
16,4,2,a,0.286
5,4,1,a,0.354
13,2,4,c,0.012
13,1,2,c,0.269
12,4,5,d,0.286
4,2,3,c,0.776
7,2,2,b,0.188
20,7,3,a,0.473
7,9,1,a,0.163
7,6,1,c,0.868
3,8,3,b,0.399
19,9,4,c,0.874
1,6,5,a,0.696
4,6,2,b,0.622
4,9,3,c,0.072
6,1,4,c,0.140
11,9,2,b,0.402
17,5,2,c,0.286
19,9,1,b,0.770
16,7,3,c,0.801
15,6,4,d,0.515
8,5,3,a,0.930
12,4,1,b,0.174
5,3,2,b,0.011
11,2,2,a,0.387
2,3,5,b,0.688
13,4,2,b,0.683
2,6,4,d,0.657
5,7,5,a,0.766
15,6,3,d,0.423
2,5,2,d,0.889
18,2,3,c,0.517
4,5,2,a,0.142
12,10,5,a,0.314
4,2,1,b,0.874
20,4,3,d,0.899
2,7,3,b,0.498
2,5,4,d,0.548
7,8,5,b,0.800
19,8,5,a,0.724
7,8,4,d,0.492
14,2,5,a,0.597
7,5,3,a,0.610
6,1,1,d,0.380
4,7,2,d,0.670
9,4,1,c,0.716
4,2,2,b,0.487
5,10,3,c,0.429
11,7,1,a,0.429
7,8,4,c,0.013
17,5,2,c,0.884
5,6,4,a,0.298
20,8,4,a,0.873
13,6,1,c,0.092
3,7,4,b,0.420
16,10,5,d,0.631
13,2,1,b,0.825
9,5,5,d,0.587
10,6,5,b,0.153
7,3,2,c,0.040
12,2,3,a,0.421
13,3,5,d,0.810
8,1,5,d,0.078
2,1,3,d,0.688
12,3,3,b,0.299
5,2,5,b,0.236
20,5,3,b,0.335
9,7,1,d,0.436
9,9,1,d,0.846
5,10,4,b,0.424
3,5,1,c,0.647
15,4,5,b,0.580
7,3,5,c,0.114
8,7,4,c,0.395
13,2,1,b,0.835
4,8,4,c,0.309
6,9,4,c,0.893
1,5,4,c,0.601
3,1,4,c,0.536
15,5,4,c,0.951
7,5,5,d,0.803
13,2,4,d,0.735
9,3,5,c,0.813
6,1,2,b,0.239
20,5,5,d,0.981
19,8,5,b,0.082
7,10,2,c,0.075
18,2,4,b,0.095
1,8,3,c,0.738
7,9,5,a,0.202
2,9,1,b,0.385
6,3,5,c,0.011
3,8,2,a,0.755
10,10,2,b,0.208
9,2,3,c,0.912
12,2,3,b,0.887
20,5,5,b,0.802
12,3,5,c,0.025
18,2,5,c,0.221
12,5,2,b,0.610
1,3,2,b,0.352
20,1,4,c,0.301
17,6,2,d,0.960
12,3,2,b,0.744
8,8,4,c,0.599
1,3,3,b,0.717
20,1,3,b,0.456
12,4,2,a,0.376
9,6,5,a,0.641
4,1,3,b,0.646
1,3,1,a,0.926
15,8,1,c,0.276
10,9,4,c,0.858
10,3,5,d,0.245
18,2,1,a,0.283
11,3,4,c,0.279
10,10,4,c,0.956
20,3,1,d,0.111
9,6,2,a,0.269
15,7,1,a,0.375
12,10,1,d,0.465
15,3,4,d,0.452
1,1,2,b,0.898
14,10,1,d,0.867
10,8,3,b,0.331
18,1,5,d,0.235
15,3,1,d,0.186
19,9,1,b,0.029
10,5,1,c,0.937
5,7,1,d,0.798
15,4,2,a,0.480
1,10,4,b,0.848
14,6,2,d,0.364
1,8,5,d,0.544
7,6,1,b,0.645
17,1,2,b,0.673
19,1,1,b,0.333
2,3,3,d,0.681
2,3,5,c,0.581
17,4,5,b,0.435
3,2,4,a,0.121
14,10,1,a,0.960
4,1,3,a,0.256
4,1,4,c,0.825
20,2,4,a,0.361
8,2,4,a,0.174
9,7,5,d,0.853
12,10,2,c,0.391
19,9,4,c,0.636
7,1,4,a,0.408
12,4,2,a,0.685
20,4,4,b,0.133
12,9,4,c,0.932
14,3,4,b,0.609
16,4,5,c,0.805
17,2,2,d,0.453
2,9,1,b,0.748
16,2,1,d,0.409
17,1,5,b,0.907
11,5,4,b,0.779
17,6,5,a,0.152
12,1,4,a,0.435
13,6,4,d,0.860
18,6,1,a,0.549
3,10,3,b,0.574
20,8,3,d,0.218
11,5,5,d,0.604
5,8,4,a,0.078
15,8,3,c,0.857
16,6,1,b,0.581
18,4,1,b,0.909
3,5,5,b,0.926
12,3,1,b,0.176
18,9,4,b,0.895
12,4,5,a,0.186
20,8,1,a,0.933
19,5,3,c,0.263
16,6,1,d,0.808
16,8,2,c,0.609
13,3,2,d,0.159
18,8,4,c,0.512
8,9,5,c,0.575
17,8,4,d,0.221
11,8,5,d,0.735
11,3,5,b,0.224
12,1,4,a,0.591
5,9,2,b,0.291
8,2,5,b,0.472
12,2,4,d,0.142
2,5,5,b,0.064
17,8,4,c,0.923
6,3,4,d,0.010
2,2,1,d,0.267
15,9,1,d,0.202
9,10,3,a,0.542
4,7,4,b,0.304
14,5,2,d,0.056
12,6,4,b,0.051
8,3,5,b,0.663
15,6,2,d,0.732
17,5,2,c,0.379
18,10,2,d,0.703
13,6,5,c,0.703
10,9,3,a,0.543
8,6,3,d,0.727
18,7,5,c,0.074
12,7,3,d,0.837
19,3,1,b,0.024
11,6,3,b,0.287
15,3,5,d,0.113
4,2,5,a,0.922
11,9,4,d,0.692
5,5,5,d,0.090
17,3,2,d,0.553
14,3,4,d,0.562
6,9,1,a,0.524
13,3,4,a,0.967
11,2,2,b,0.456
6,3,2,b,0.159
13,1,4,c,0.659
11,5,1,b,0.214
20,6,2,a,0.946
16,1,3,c,0.900
2,4,5,b,0.321
7,9,1,a,0.805
7,3,2,a,0.804
11,3,3,c,0.197
6,1,3,d,0.458
17,8,5,a,0.647
16,7,2,a,0.937
10,3,1,b,0.744
9,4,3,d,0.411
17,6,1,b,0.193
17,2,2,a,0.672
11,3,4,b,0.574
9,1,4,d,0.620
2,2,5,d,0.273
8,2,1,a,0.734
2,5,1,b,0.014
9,5,2,b,0.696
7,9,5,d,0.857
5,7,4,d,0.542
9,1,5,d,0.252
6,2,2,c,0.454
4,9,1,c,0.911
18,5,2,c,0.120
15,6,3,b,0.254
9,1,2,c,0.882
11,5,1,b,0.033
10,7,3,c,0.933
19,6,1,a,0.578
18,7,2,b,0.350
18,4,4,d,0.823
8,9,1,d,0.499
15,8,4,b,0.631
3,6,4,a,0.821
9,9,3,c,0.178
12,8,4,a,0.792
20,4,4,a,0.565
1,3,5,b,0.029
17,7,4,d,0.746
4,2,3,c,0.879
17,1,3,a,0.863
8,5,5,d,0.274
10,6,2,c,0.147
14,3,4,c,0.401
1,2,1,d,0.369
6,9,5,a,0.527
15,3,1,b,0.572
7,9,2,a,0.682
12,9,5,a,0.945
17,5,4,a,0.355
5,6,2,d,0.162
15,9,4,b,0.025
18,8,2,a,0.840
11,1,4,d,0.374
10,6,4,c,0.189
20,10,4,a,0.510
9,7,3,b,0.052
11,8,5,a,0.378
19,6,5,a,0.770
13,3,1,a,0.500
20,5,3,c,0.850
2,7,3,a,0.866
14,4,2,a,0.919
1,8,5,c,0.495
14,9,2,b,0.409
20,4,2,b,0.801
10,7,5,b,0.983
11,3,4,d,0.279
8,1,3,b,0.442
6,10,2,b,0.309
14,2,5,d,0.919
12,1,1,d,0.681
6,3,4,b,0.904
2,4,2,d,0.491
3,10,5,c,0.606
7,2,1,d,0.039
8,9,1,c,0.885
11,4,1,a,0.612
6,9,3,b,0.148
13,10,1,c,0.931
9,1,4,b,0.535
10,4,5,c,0.260
9,4,5,a,0.790
12,1,1,a,0.905
4,5,1,a,0.123
2,3,2,a,0.597
10,7,4,a,0.941
4,4,4,a,0.735
12,3,5,b,0.956
20,9,1,c,0.927
16,9,2,c,0.761
20,1,2,c,0.792
14,4,5,d,0.190
14,5,2,c,0.637
2,2,4,a,0.820
15,6,2,b,0.258
7,10,5,a,0.922
15,8,1,c,0.933
4,5,5,d,0.727
16,2,2,c,0.564
2,5,1,c,0.750
13,3,1,b,0.624
4,7,2,a,0.338
5,7,5,d,0.443
15,5,2,d,0.109
16,1,4,a,0.345
6,6,1,c,0.845
3,6,5,a,0.780
3,9,1,b,0.866
2,7,2,d,0.234
12,7,1,c,0.844
16,2,2,a,0.092
6,6,2,a,0.425
7,6,3,c,0.751
6,7,4,c,0.116
18,3,1,a,0.848
8,5,5,d,0.853
10,9,2,b,0.750
12,1,2,b,0.174
6,3,2,b,0.210
10,4,1,d,0.917
11,7,1,d,0.576
7,4,4,a,0.086
3,5,4,b,0.169
15,4,3,c,0.801
6,6,3,b,0.396
19,7,2,a,0.033
11,8,3,a,0.396
1,10,3,d,0.027
12,9,2,b,0.508
7,6,4,b,0.942
7,8,1,b,0.887
9,8,1,b,0.888
8,1,1,b,0.414
3,4,5,c,0.077
4,10,1,a,0.867
7,2,2,c,0.478
17,6,2,a,0.459
10,5,1,c,0.545
9,4,5,c,0.102
9,2,3,c,0.364
2,8,5,a,0.378
11,3,2,c,0.959
3,4,2,b,0.804
18,9,5,b,0.774
13,2,2,a,0.975
13,5,2,c,0.025
3,7,1,c,0.895
16,8,3,d,0.586
8,8,3,a,0.011
20,1,5,d,0.511
17,8,1,c,0.934
13,6,1,b,0.890
6,6,5,a,0.049
18,5,5,d,0.312
2,2,3,b,0.539
15,6,1,a,0.031
18,3,1,a,0.828
14,1,4,c,0.012
16,1,5,d,0.650
19,10,5,d,0.588
12,5,1,d,0.477
2,3,3,b,0.562
13,10,2,d,0.689
14,3,1,a,0.084
7,8,2,d,0.522
17,9,1,c,0.559
12,3,3,b,0.498
5,10,4,a,0.063
16,6,5,d,0.093
9,10,3,a,0.432
1,5,5,a,0.785
19,2,3,c,0.118
2,2,4,d,0.972
14,10,4,a,0.556
8,3,2,c,0.081
7,9,2,d,0.224
5,5,5,d,0.599
20,7,2,a,0.903
8,7,2,b,0.939
18,1,2,b,0.666
13,4,3,a,0.579
20,10,5,d,0.712
5,1,5,d,0.627
4,7,4,c,0.948
18,4,3,a,0.624
4,4,2,c,0.252
20,6,3,b,0.727
8,1,4,a,0.226
1,5,4,d,0.790
7,2,2,d,0.759
17,1,3,c,0.729
16,1,3,b,0.706
17,1,4,a,0.385
3,1,1,c,0.021
7,3,2,d,0.827
10,6,4,d,0.436
13,2,2,b,0.416
19,10,2,c,0.321
14,1,5,b,0.488
9,10,5,a,0.599
8,1,5,c,0.428
4,10,2,c,0.691
15,4,4,d,0.320
8,10,5,d,0.032
7,3,5,b,0.618
3,10,3,a,0.231
6,6,4,b,0.039
11,7,2,a,0.816
3,4,1,d,0.960
15,9,1,a,0.921
11,5,5,a,0.148
4,1,5,b,0.103
13,1,2,b,0.784
9,10,3,d,0.252
13,10,4,a,0.516
2,9,4,d,0.495
7,5,2,a,0.039
7,10,4,a,0.492
1,3,1,a,0.410
13,4,1,b,0.194
1,1,2,d,0.124
16,9,2,c,0.127
9,3,4,b,0.955
7,3,1,b,0.324
11,9,4,a,0.419
8,5,1,d,0.589
20,6,1,d,0.597
12,4,1,a,0.809
8,2,4,c,0.144
4,10,1,d,0.696
11,8,1,d,0.325
19,6,4,b,0.045
14,6,4,c,0.906
7,3,1,b,0.978
3,6,1,d,0.924
6,6,4,b,0.791
17,9,1,a,0.308
19,1,4,b,0.846
9,4,3,b,0.401
8,10,2,c,0.437
11,4,4,c,0.044
12,2,2,a,0.160
10,2,2,c,0.319
19,3,1,d,0.820
6,6,5,c,0.230
6,6,2,d,0.663
6,10,2,b,0.061
10,3,5,d,0.233
10,2,2,a,0.462
15,7,2,d,0.382
8,9,1,d,0.918
2,6,2,d,0.335
3,4,2,b,0.296
14,4,2,a,0.925
2,9,5,c,0.371
19,10,3,a,0.296
12,8,4,c,0.027
16,6,2,a,0.916
13,3,4,d,0.765
9,5,1,a,0.499
7,4,1,d,0.304
8,9,1,c,0.376
19,7,4,a,0.850
6,8,4,a,0.428
8,7,5,a,0.064
19,2,1,c,0.819
20,6,2,a,0.562
11,10,3,c,0.547
4,10,4,b,0.703
8,6,4,a,0.456
14,10,5,a,0.177
3,7,2,a,0.238
5,2,4,a,0.680
9,10,4,a,0.191
15,9,1,b,0.469
14,1,5,b,0.560
6,2,4,d,0.498
19,1,3,b,0.878
15,10,4,b,0.867
5,3,5,c,0.358
6,2,5,c,0.542
9,10,5,a,0.659
3,3,3,b,0.748
13,8,1,d,0.392
13,4,4,d,0.669
2,2,3,a,0.106
14,8,4,a,0.730
12,4,3,b,0.398
12,3,5,c,0.156
18,8,5,b,0.848
4,2,2,d,0.501
13,7,3,b,0.698
11,6,2,c,0.565
18,4,3,d,0.270
1,8,3,b,0.720
14,3,4,c,0.762
20,5,5,a,0.161
3,10,5,c,0.828
7,9,1,c,0.524
7,2,2,d,0.073
5,6,2,b,0.521
1,10,3,a,0.270
18,8,2,b,0.944
14,10,2,a,0.320
12,2,4,d,0.278
14,10,3,c,0.095
18,2,2,c,0.806
15,7,3,a,0.625
17,3,4,c,0.422
6,4,5,b,0.661
1,9,3,b,0.891
10,6,4,c,0.679
18,3,3,c,0.760
20,10,2,c,0.702
9,10,1,a,0.622
13,1,5,b,0.961
13,7,1,c,0.862
9,9,3,d,0.979
18,9,3,c,0.792
3,5,4,d,0.540
4,2,2,a,0.769
6,1,2,a,0.099
11,8,3,b,0.337
19,7,2,c,0.444
4,10,2,d,0.858
12,3,5,d,0.643
9,1,4,d,0.795
16,9,1,c,0.894
15,1,2,c,0.264
18,5,4,b,0.604
17,10,1,d,0.312
2,3,1,d,0.664
2,8,5,c,0.215
5,7,3,a,0.852
1,5,1,a,0.565
11,2,3,d,0.738
12,1,4,d,0.109
14,4,1,d,0.473
6,4,4,c,0.555
7,7,5,a,0.603
12,8,2,a,0.525
12,8,1,c,0.793
13,2,2,b,0.061
15,7,2,b,0.101
10,5,2,d,0.967
6,2,4,c,0.348
14,5,1,a,0.506
2,1,3,b,0.010
3,5,3,b,0.133
2,10,4,a,0.056
18,10,1,a,0.816
6,1,1,b,0.479
1,1,5,d,0.656
11,3,4,d,0.545
4,5,3,d,0.495
18,1,4,c,0.833
16,6,5,a,0.273
8,9,1,b,0.573
10,2,1,c,0.694
20,10,4,d,0.302
5,3,5,d,0.522
10,5,4,a,0.938
14,7,2,c,0.963
3,6,1,c,0.160
4,7,4,b,0.053
18,1,5,a,0.121
12,3,2,d,0.358
13,4,1,a,0.323
11,10,1,d,0.349
7,5,1,b,0.534
14,1,5,a,0.534
3,8,1,d,0.891
8,1,5,d,0.477
15,5,1,a,0.058
20,6,4,d,0.637
11,6,5,a,0.769
12,8,1,d,0.209
1,4,1,d,0.122
11,9,1,a,0.505
5,8,5,a,0.321
15,5,2,c,0.649
5,5,1,b,0.982
8,2,3,d,0.481
15,6,1,d,0.673
7,9,1,b,0.337
3,5,1,c,0.189
5,6,3,a,0.727
7,9,2,c,0.432
20,4,3,a,0.862
11,7,2,a,0.179
11,7,3,d,0.056
17,4,5,b,0.871
2,10,5,c,0.726
17,6,3,a,0.541
13,10,1,d,0.913
17,4,4,b,0.819
18,3,5,c,0.619
5,5,4,b,0.592
19,3,5,d,0.122
10,5,1,b,0.259
11,2,2,a,0.301
14,9,1,b,0.715
6,2,3,b,0.890
13,4,3,c,0.166
17,10,5,b,0.424
10,8,4,a,0.235
8,9,5,d,0.053
12,9,3,a,0.023
9,10,3,c,0.417
11,8,4,c,0.455
9,2,3,b,0.952
15,7,2,b,0.830
8,6,2,c,0.774
17,10,5,a,0.411
14,2,3,b,0.784
12,8,5,b,0.101
6,1,3,c,0.277
8,6,5,b,0.351
19,8,4,d,0.170
11,4,2,a,0.589
2,5,5,b,0.778
3,7,1,a,0.510
5,4,1,d,0.424
4,5,5,d,0.373
17,10,3,d,0.670
12,7,3,c,0.959
20,9,5,d,0.209
14,10,5,a,0.073
14,3,3,d,0.659
20,10,2,b,0.343
5,2,3,b,0.836
1,1,3,b,0.578
10,6,1,a,0.788
13,2,4,b,0.077
4,5,4,b,0.068
9,4,5,d,0.497
4,7,1,d,0.148
14,5,5,b,0.527
11,2,3,d,0.134
19,1,1,b,0.738
2,7,4,c,0.743
11,1,2,d,0.575
11,3,1,d,0.516
7,2,5,c,0.269
20,2,5,b,0.018
1,3,3,b,0.554
2,6,5,c,0.969
6,3,3,d,0.653
14,9,1,c,0.794
16,7,5,d,0.400
10,10,3,c,0.150
19,5,2,d,0.319
9,7,1,b,0.637
17,5,3,d,0.468
9,3,1,b,0.048
17,4,2,b,0.012
12,1,3,b,0.950
14,10,5,a,0.264
19,8,1,a,0.574
16,8,3,c,0.745
16,5,4,a,0.779
3,6,4,b,0.923
16,2,3,d,0.866
17,8,2,b,0.461
10,7,2,b,0.934
7,8,3,c,0.298
9,5,1,c,0.763
12,1,2,a,0.544
4,5,1,b,0.208
6,2,1,c,0.546
14,8,2,c,0.531
10,3,5,c,0.734
1,2,3,c,0.861
5,7,4,a,0.654
19,1,5,a,0.298
4,5,1,d,0.511
6,3,5,c,0.398
13,3,2,b,0.739
15,10,3,d,0.500
16,9,5,d,0.246
10,9,3,b,0.676
11,9,3,a,0.287
13,1,1,c,0.656
17,10,3,b,0.864
15,1,2,b,0.167
17,7,3,d,0.179
2,4,4,a,0.903
9,8,1,c,0.136
9,3,2,b,0.694
1,1,4,c,0.443
6,8,2,a,0.399
8,8,2,b,0.858
4,5,5,c,0.193
14,9,1,b,0.239
11,1,5,d,0.464
7,1,1,b,0.510
11,1,3,a,0.076
19,1,4,c,0.790
16,10,1,b,0.418
19,9,4,a,0.207
3,3,1,d,0.566
19,5,1,d,0.523
18,9,2,a,0.892
9,6,2,c,0.434
12,9,4,a,0.321
11,6,4,a,0.799
5,6,2,c,0.383
11,7,3,d,0.882
13,3,5,a,0.124
9,2,3,b,0.214
16,5,5,b,0.900
9,3,5,d,0.628
11,8,3,d,0.158
1,5,4,c,0.431
19,10,4,c,0.313
6,4,3,b,0.441
20,9,4,b,0.427
20,8,1,d,0.740
7,8,1,d,0.942
6,3,3,a,0.378
1,4,4,d,0.732
15,1,3,a,0.655
12,7,5,c,0.918
1,2,2,a,0.392
16,3,5,a,0.210
11,10,2,a,0.524
7,7,1,b,0.855
3,8,1,c,0.824
8,3,3,b,0.011
19,3,5,a,0.901
20,3,1,d,0.285
9,1,1,b,0.552
15,4,5,c,0.668
19,6,3,a,0.315
1,7,5,c,0.959
7,1,2,d,0.590
7,10,5,c,0.936
4,5,1,b,0.860
6,6,3,a,0.059
20,8,1,b,0.691
11,9,4,d,0.492
11,7,3,a,0.855
20,10,2,c,0.836
2,6,1,d,0.444
12,5,1,c,0.285
20,1,2,a,0.312
16,2,5,c,0.469
10,3,2,c,0.025
18,1,1,b,0.454
12,2,1,b,0.074
7,8,2,c,0.220
15,5,3,c,0.207
7,8,3,a,0.652
6,9,5,a,0.886
2,9,4,a,0.713
14,7,1,c,0.038
1,8,3,d,0.938
4,5,1,c,0.874
16,4,2,a,0.921
12,3,1,a,0.888
19,10,1,a,0.984
9,10,4,b,0.487
16,8,3,b,0.518
4,4,3,b,0.067
20,2,2,d,0.796
10,3,2,c,0.421
16,1,3,c,0.166
16,5,4,b,0.919
5,2,5,b,0.462
5,9,3,b,0.140
11,1,3,d,0.402
11,8,4,b,0.341
10,3,2,b,0.957
2,7,5,a,0.655
8,5,5,b,0.288
20,1,4,c,0.312
11,4,3,b,0.113
3,7,5,c,0.851
11,6,4,b,0.057
20,2,1,b,0.451
3,8,2,b,0.354
1,2,4,c,0.958
1,2,5,c,0.477
18,1,1,b,0.727
14,6,4,a,0.418
9,8,3,d,0.900
19,6,1,a,0.441
2,7,2,b,0.923
18,8,1,d,0.361
11,10,5,a,0.107
12,5,5,a,0.299
2,3,5,d,0.988
10,10,1,d,0.236
17,3,4,a,0.635
3,4,2,b,0.068
7,6,5,c,0.019
7,10,3,b,0.518
1,4,4,b,0.038
16,2,2,a,0.024
6,3,5,d,0.775
11,8,5,a,0.657
12,3,5,a,0.938
8,6,2,b,0.470
3,8,3,d,0.512
11,4,5,a,0.685
2,8,1,a,0.634
1,3,5,b,0.779
1,9,2,a,0.411
20,9,3,c,0.766
14,4,5,b,0.330
8,6,5,d,0.978
5,5,2,b,0.465
9,1,4,a,0.943
9,5,5,d,0.369
4,1,5,b,0.749
15,7,5,b,0.572
7,2,4,a,0.666
12,6,5,a,0.685
15,8,5,d,0.816
4,2,5,a,0.821
8,6,4,c,0.762
4,2,4,a,0.464
18,7,1,d,0.572
7,5,3,b,0.949
3,2,5,b,0.682
3,7,5,d,0.391
16,7,1,c,0.850
11,4,3,c,0.477
8,7,4,c,0.435
17,4,1,a,0.620
8,10,3,a,0.565
6,7,4,c,0.039
7,10,5,c,0.046
7,2,2,a,0.405
5,9,2,c,0.481
17,7,4,a,0.152
3,7,2,d,0.711
15,8,3,d,0.517
19,5,3,b,0.590
8,4,3,b,0.127
20,10,3,c,0.922
5,5,1,b,0.603
2,6,5,a,0.895
8,10,5,b,0.548
4,7,1,c,0.165
20,9,1,d,0.115
15,7,2,c,0.201
20,1,1,d,0.976
10,2,4,c,0.243
6,9,3,c,0.122
17,5,2,b,0.155
4,7,5,b,0.139
17,3,3,a,0.306
10,1,5,b,0.821
3,7,3,d,0.803
10,7,3,b,0.116
9,4,3,c,0.178
17,1,3,b,0.079
8,3,4,c,0.543
17,8,5,a,0.115
12,10,3,a,0.010
9,8,4,a,0.393
15,3,5,b,0.639
4,4,2,a,0.302
19,4,4,c,0.582
1,5,3,b,0.307
8,3,2,b,0.804
19,10,4,b,0.671
8,2,3,a,0.355
7,2,4,d,0.659
12,1,1,a,0.620
20,3,1,a,0.862
15,8,2,c,0.334
15,2,4,c,0.021
6,6,5,b,0.324
11,9,5,c,0.516
7,3,4,c,0.030
20,2,5,b,0.247
13,6,2,b,0.322
3,5,1,b,0.779
17,8,4,a,0.834
8,5,4,b,0.517
16,5,3,c,0.292
6,8,2,d,0.040
7,4,4,a,0.758
7,7,5,d,0.085
9,8,5,a,0.188
5,2,1,a,0.374
15,3,4,d,0.661
16,1,2,d,0.718
9,7,3,b,0.697
5,3,4,a,0.946
18,6,2,c,0.393
4,8,1,b,0.569
12,4,2,d,0.233
20,10,4,c,0.240
9,7,4,a,0.942
17,1,1,d,0.936
15,6,2,c,0.719
3,2,5,c,0.167
6,5,1,b,0.027
18,8,5,b,0.739
1,9,1,a,0.385
8,2,2,b,0.943
1,2,4,a,0.849
7,8,3,c,0.972
1,7,4,a,0.270
11,6,3,d,0.170
18,10,5,a,0.381
16,9,2,a,0.559
19,6,1,d,0.302
17,10,4,a,0.710
1,7,5,b,0.660
10,3,3,c,0.552
17,10,5,a,0.380
2,1,5,c,0.634
4,10,2,a,0.445
16,1,2,c,0.538
14,6,2,a,0.663
11,10,2,d,0.691
14,2,1,b,0.245
9,5,2,d,0.358
2,4,4,c,0.046
13,2,2,c,0.150
6,10,3,c,0.323
13,9,4,b,0.731
3,4,2,a,0.247
1,5,4,d,0.389
10,9,1,b,0.878
19,10,5,d,0.257
2,3,4,c,0.278
1,7,2,d,0.357
14,3,1,c,0.198
9,1,1,a,0.646
11,8,4,d,0.566
20,8,3,a,0.184
19,8,1,d,0.283
16,10,4,c,0.524
8,5,5,a,0.056
18,4,2,c,0.346
13,10,1,c,0.685
14,6,3,d,0.892
17,4,4,a,0.127
17,2,5,b,0.805
8,6,3,a,0.186
2,3,2,c,0.528
9,2,2,b,0.331
12,8,4,a,0.932
18,3,5,b,0.740
5,4,4,c,0.854
17,4,1,b,0.328
14,1,5,c,0.105
11,9,2,a,0.659
13,4,3,a,0.414
8,4,2,d,0.671
11,10,4,d,0.793
19,2,4,a,0.396
17,4,4,b,0.579
7,1,1,d,0.226
3,1,4,a,0.904
11,7,2,c,0.576
16,4,2,a,0.136
8,7,2,a,0.084
7,8,1,b,0.043
20,1,1,d,0.827
16,5,3,b,0.406
15,8,2,d,0.239
5,6,4,c,0.467
19,5,2,b,0.757
11,6,4,b,0.170
16,1,4,c,0.366
11,7,2,b,0.219
16,10,2,b,0.907
3,6,3,d,0.469
7,3,3,a,0.700
7,3,3,b,0.123
17,2,2,d,0.251
7,5,3,b,0.372
9,1,2,d,0.723
11,4,2,b,0.281
13,6,5,d,0.897
10,5,1,a,0.153
6,2,2,b,0.053
